account_num.hash,event_source.hash,ym,outgoing_country,call_count,volume,usage_rev,RTOM_CODE,LOCATION_CODE,MSAN,EQUP_ID, 
095338d3e4949f09bcbb9b548506198f,9a09eca936d581cfe1b2fa8aed20316d,201909,Australia,1,247,28817,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
798cd99521dab0d04f6f4b544d7d8648,3c4c9799f94bc608bdb262f963478358,202003,Kuwait -Mobile,1,299,89700,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
ee5b9634fcd5b67b32cdc4ea25bb1ab7,b11d3c34ce836cd5afee7338a5f122e7,201910,U.S.A,1,576,47040,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
5d6526e2295d817064002595636a917a,ccde2fe98a1b0b698ffc99a40bbafbc0,202006,U.K.,1,349,40717,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
2fa6622ecc7562f51f61609def4ca952,f24c3becafad596b82f3c1ee38375ee7,202001,Australia - Mobile,7,4786,1435800,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
dcf7e5933dc63af8142dc1692a918072,b2c336ceba4ef6e9f4ac560cd9317e89,202007,Australia,1,331,38617,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
0c97a651773bcd2226e77169a258eca8,8120f8c7f276561ce0b61f859a3aa6f2,201908,Australia - Mobile,1,16,4800,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
dcf7e5933dc63af8142dc1692a918072,b2c336ceba4ef6e9f4ac560cd9317e89,201909,UK - Mobile,1,142,42600,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
0c97a651773bcd2226e77169a258eca8,8120f8c7f276561ce0b61f859a3aa6f2,202004,Australia,2,26,3033,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
2fa6622ecc7562f51f61609def4ca952,f24c3becafad596b82f3c1ee38375ee7,202002,Australia - Mobile,8,731,219300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
dcf7e5933dc63af8142dc1692a918072,b2c336ceba4ef6e9f4ac560cd9317e89,202003,Australia - Mobile,3,67,20100,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
0c97a651773bcd2226e77169a258eca8,8120f8c7f276561ce0b61f859a3aa6f2,202001,U.K.,1,118,13767,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
2fa6622ecc7562f51f61609def4ca952,f24c3becafad596b82f3c1ee38375ee7,202004,Australia - Mobile,2,74,22200,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
dcf7e5933dc63af8142dc1692a918072,b2c336ceba4ef6e9f4ac560cd9317e89,202005,Australia - Mobile,3,301,90300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
0c97a651773bcd2226e77169a258eca8,8120f8c7f276561ce0b61f859a3aa6f2,202003,U.K.,1,22,2567,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
0d6657833c1e7908a34461e9f8f2fdd6,4f181bb9708a8702c9e96fd6990222b1,202008,Australia,4,1467,171150,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
2b1f1161870583f0b5280e0c5d629c78,ee4fe76990876ffba649fb71b683e91c,201909,Japan - Mobile,20,7012,2337332,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
bb8488ef97f9f3ee8cde126452f35f00,48ea05c4757616b5d14028a79acc8a59,201911,India,1,95,6175,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
2b1f1161870583f0b5280e0c5d629c78,ee4fe76990876ffba649fb71b683e91c,201911,Japan - Mobile,1,110,36667,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
0d6657833c1e7908a34461e9f8f2fdd6,4f181bb9708a8702c9e96fd6990222b1,201909,Canada,1,30,2450,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
2b1f1161870583f0b5280e0c5d629c78,ee4fe76990876ffba649fb71b683e91c,201909,U.K.,1,17,1983,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
