,ACCOUNT_NUM.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_country,BB_Scaled,BB_Package,TARIFF_NAME,Location_Identifier,GENDER,Sub_Type,Megaline_Package,Package_Type,VAS_Package,Product_Type,MEDIUM,Sub_Update,Peo_Extra_Channels_Purchased_Scaled,Having_Insurance,Having_Senior_Citizen_Scaled,Having_Kids_at_Home_Scaled,SMEs_Scaled,Having_Teenagers_Students_Scaled,Having_Working_Professionals_Scaled,Having_Family_Member_Abroad_Scaled,Tamil_Customer
0,a6f795fa3e3bf7daec81bd44a9d1b59f,0.0024038461538461,NO,0.0036057692307692,NO,0.0013736263736263,NO,0.0024038461538461,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.6197916666666666,NO_INFO,AB_Copper Access Bearer,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Voice']",NO_INFO,NO_INFO,"MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.3,0.1,0.4,0.4,0.0,NO_INFO
1,729e0a0a75015a8908d0989386f4454e,0.9487179487179488,YES,0.5755494505494505,YES,0.5934065934065933,YES,0.2499509419152276,NO,0.6876666666666666,YES,"['TIS/Italy Incoming II', 'HGC/HK Incoming II', 'IVY Incoming II', 'CTGL/China Incoming II', 'Orange/France Incoming II', 'Lycatel Incoming II', 'BICS/Belgium Incoming II', 'Dhiraagu/Maldives Incoming II', 'DU/UAE Incoming II', 'Ooredoo/Qatar incoming II', 'CYTA/Cyprus Incoming II', 'Optus/AU Incoming II', 'PTCL/Pakistan Incoming II', 'Etisalat/UAE Incoming II', 'Maxis/ MY Incoming II', 'Platinum Incoming II', 'TM/ Malaysia Incoming II', 'Saif Incoming II', 'PCCW Incoming  II', 'Telstra/Australia Incoming II', 'Skype/LUX Incoming II', 'GTS Incoming II', 'Singtel/ SP Incoming II', 'STC/Saudi Arabia Incoming II']",0.0192307692307692,NO,['Australia - Mobile'],0.0,Web Family Xtra,Web Family Xtra,MSAG5200-ISLND-PHG-NODE500241,NO_INFO,DOUBLE_PLAY_PV,"['SLT PeoTV Service', 'AB Megaline', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service', 'AB WireLess Access']","['PeoTV', 'Other', 'Other', 'BB', 'Voice', 'Other']","['BB Detailed Reports ', 'Hotline Time Delayed', 'Video on Demand', 'BB Report Subscription Charge', 'Meet Max']",['Megaline'],NO_INFO,DOUBLE_PLAY_PV -> SINGLE_PLAY,0.0,NO_INFO,0.2,0.0,0.3,0.3,0.35,2.55,NO_INFO
2,9fb15a37e248fce31c7d0ed98aaaaaf1,0.1230867346938775,NO,0.0747890502354788,NO,0.0504807692307692,NO,0.0480033359497645,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,AB_Copper Access Bearer,C300MNW-MEE-NODE18887751,M,DOUBLE_PLAY_PV,"['AB Copper Access Bearer', 'SLT PeoTV Service']","['Other', 'PeoTV']","['Basic1 TeleLife', 'PEO TV GO OTT A la carte channels']",[],", ",SINGLE_PLAY -> DOUBLE_PLAY_PV,0.1538461538461538,YES,0.8,0.45,0.0,0.2,0.1,0.0,NO_INFO
3,0d4098a262a8bed6ac4253f42dfc5769,0.0407999738356881,NO,0.0544544740973312,NO,0.0149381868131868,NO,0.0216100863422292,NO,0.0418333333333333,NO,"['PTCL/Pakistan Incoming II', 'Orange/France Incoming II', 'DU/UAE Incoming II']",0.032051282051282,NO,['India'],0.0729166666666666,Web LITE,Web Lite,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",NO_INFO,NO_INFO,"MC, MC, MC, MC",NO_INFO,0.0,NO_INFO,0.3,0.2,0.0,0.1,0.1,0.85,NO_INFO
4,fac45c3800fe3b9a28cc124f692a9f4a,0.0263768969126111,NO,0.117592229199372,NO,0.0667925824175824,NO,0.0741022370486656,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,Student Package 1,Student Package 1,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['BB', 'Other', 'Voice', 'PeoTV']",NO_INFO,NO_INFO,"MC, MC, MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.45,0.1,0.3,0.4,0.0,NO_INFO
5,f53c729fa6b9ce93c6b4bb190efe41b3,0.0304323652537938,NO,0.0464089481946624,NO,0.0236950549450549,NO,0.1189413265306122,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,Student Package 2,Student Package 2,MSAG5200-ISLMT-AVR-NODE467161,M,DOUBLE_PLAY_PV,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']",NO_INFO,NO_INFO,"MC, MC, MC, MC",TRIPLE_PLAY -> DOUBLE_PLAY_PV,0.0,NO_INFO,0.3,0.45,0.1,0.3,0.2,0.0,NO_INFO
6,4ddd3dc2b7a3fe4907f9806fc67ab627,0.0127305729984301,NO,0.0183967817896389,NO,0.0415521978021978,NO,0.1353267268445839,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.1284722222222222,NO_INFO,TR 2016_.Office - Triple Play,MSAG5200-ISLND-PHG-NODE500241,NO_INFO,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['PEO TV GO OTT A la carte channels'],[],", ",NO_INFO,0.1538461538461538,NO_INFO,0.0,0.0,0.1,0.2,0.2,0.0,NO_INFO
7,3da406d3682d6e70b8246e1276bc485b,0.0983042255363683,NO,0.0268102433281004,NO,0.049793956043956,NO,0.0339972527472527,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,Cu_PEO Uthayam,MSAG5200BG-NODE431391,NO_INFO,DOUBLE_PLAY_PV,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['Voice', 'PeoTV', 'Other']",NO_INFO,NO_INFO,"MC, MC, MC",TRIPLE_PLAY -> DOUBLE_PLAY_PV,0.0,NO_INFO,0.0,0.25,0.0,0.2,0.1,0.0,YES
8,bd9ab5150e50824620e1b6d2c2ae972c,0.0336538461538461,NO,0.0180288461538461,NO,0.0054945054945054,NO,0.0024038461538461,NO,0.0058333333333333,NO,"['Maxis/ MY Incoming II', 'CTGL/China Incoming II']",0.0,NO_INFO,NO_INFO,0.1510416666666666,Web Family Plus,Web Family Plus,MSAG5200-ISLHK-OCC-NODE506561,M,DOUBLE_PLAY_BV,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']",['BB SLT Film Hall Service'],['Megaline'],"MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.2,0.1,0.1,0.3,0.1,NO_INFO
9,8ce4fe811face4a69aaed5826e59cba8,0.0095826792255363,NO,0.019598704866562,NO,0.0027472527472527,NO,0.0313235871271585,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.236111111111111,Web Starter,Web Starter,ZXDSL9806H-ISLAG-PNP-NODE529761,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']",NO_INFO,NO_INFO,"MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.45,0.1,0.3,0.4,0.0,NO_INFO
